date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:35:05	756/756	---M--	200	added ('OK')	image/png	etag:%226d844e95fa64d11:0%22	http://www.penske.com/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	(from http://www.penske.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.10)
20:35:05	657/657	---M--	200	added ('OK')	image/png	etag:%226d844e95fa64d11:0%22	http://www.penske.com/wp-content/plugins/js_composer/assets/images/icons/video.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/js_composer/assets/images/icons/video.png	(from http://www.penske.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.10)
20:35:05	223/223	---M--	200	added ('OK')	image/png	etag:%226d844e95fa64d11:0%22	http://www.penske.com/wp-content/plugins/js_composer/assets/images/toggle_open.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/js_composer/assets/images/toggle_open.png	(from http://www.penske.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.10)
20:35:05	168/168	---M--	200	added ('OK')	image/png	etag:%226d844e95fa64d11:0%22	http://www.penske.com/wp-content/plugins/js_composer/assets/images/toggle_close.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from http://www.penske.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.10)
20:35:05	198/198	---M--	200	added ('OK')	image/png	etag:%2299bf4995fa64d11:0%22	http://www.penske.com/wp-content/plugins/js_composer/assets/images/flickr.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/js_composer/assets/images/flickr.png	(from http://www.penske.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.10)
20:35:06	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2299bf4995fa64d11:0%22	http://www.penske.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?-9hbgac	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.eot	(from http://www.penske.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.10)
20:35:06	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2299bf4995fa64d11:0%22	http://www.penske.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1d41d.eot	(from http://www.penske.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.10)
20:35:06	5924/5924	---M--	200	added ('OK')	font/x-woff	etag:%2299bf4995fa64d11:0%22	http://www.penske.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.woff?-9hbgac	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.woff	(from http://www.penske.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.10)
20:35:06	5848/5848	---M--	200	added ('OK')	application/octet-stream	etag:%2299bf4995fa64d11:0%22	http://www.penske.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.ttf?-9hbgac	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.ttf	(from http://www.penske.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.10)
20:35:07	13215/13215	---M--	200	added ('OK')	image/svg+xml	etag:%2299bf4995fa64d11:0%22	http://www.penske.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.svg?-9hbgac	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.svg	(from http://www.penske.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.10)
20:35:07	3208/3208	---M--	200	added ('OK')	image/gif	etag:%22581e3a476964d11:0%22	http://www.penske.com/wp-content/plugins/cubeportfolio/public/img/cbp-loading.gif	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/cubeportfolio/public/img/cbp-loading.gif	(from http://www.penske.com/wp-content/plugins/cubeportfolio/public/css/main.min-1.12.0.css?ver=1.12.0)
20:35:08	4178/4178	---M--	200	added ('OK')	image/gif	etag:%229d322e476964d11:0%22	http://www.penske.com/wp-content/plugins/cubeportfolio/public/img/cbp-loading-popup.gif	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/cubeportfolio/public/img/cbp-loading-popup.gif	(from http://www.penske.com/wp-content/plugins/cubeportfolio/public/css/main.min-1.12.0.css?ver=1.12.0)
20:35:08	8897/8897	---M--	200	added ('OK')	image/png	etag:%22c2ce4a476964d11:0%22	http://www.penske.com/wp-content/plugins/cubeportfolio/public/img/cbp-sprite.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/cubeportfolio/public/img/cbp-sprite.png	(from http://www.penske.com/wp-content/plugins/cubeportfolio/public/css/main.min-1.12.0.css?ver=1.12.0)
20:35:08	2476/2476	---M-Z	200	added ('OK')	application/json	date:Tue,%2028%20Jun%202016%2000:35:08%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Four-companies%2F	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed946d.json	(from http://www.penske.com/our-companies/)
20:35:09	159/159	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jun%202016%2000:35:08%20GMT	http://www.penske.com/?p=7	C:/My%20Web%20Sites/penske/www.penske.com/indexc4f7.html	(from http://www.penske.com/our-companies/)
20:35:09	31399/31399	---M--	200	added ('OK')	image/jpeg	etag:%22913a8ade6864d11:0%22	http://www.penske.com/wp-content/uploads/2015/09/companies_header.jpg	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/09/companies_header.jpg	(from http://www.penske.com/our-companies/)
20:35:09	2952/2952	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Jun%202016%2000:35:08%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Four-companies%2F&format=xml	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed4197	(from http://www.penske.com/our-companies/)
20:35:10	9695/9695	---M--	200	added ('OK')	image/png	etag:%2296a52e66864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/penske_automotive.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/penske_automotive.png	(from http://www.penske.com/our-companies/)
20:35:10	9259/9259	---M--	200	added ('OK')	image/png	etag:%22ab4d59e66864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/penske_truck_rental.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/penske_truck_rental.png	(from http://www.penske.com/our-companies/)
20:35:11	9809/9809	---M--	200	added ('OK')	image/png	etag:%2243b18ae66864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/premier_truck_group.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/premier_truck_group.png	(from http://www.penske.com/our-companies/)
20:35:11	9491/9491	---M--	200	added ('OK')	image/png	etag:%22b62044e66864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/penske_truck_leasing.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/penske_truck_leasing.png	(from http://www.penske.com/our-companies/)
20:35:12	11205/11205	---M--	200	added ('OK')	image/png	etag:%227ee51eea6864d11:0%22	http://www.penske.com/wp-content/uploads/2016/02/penske_vehicle_services2.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2016/02/penske_vehicle_services2.png	(from http://www.penske.com/our-companies/)
20:35:12	8817/8817	---M--	200	added ('OK')	image/png	etag:%2239615e66864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/penske_logistics.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/penske_logistics.png	(from http://www.penske.com/our-companies/)
20:35:12	4760/4760	---M--	200	added ('OK')	image/png	etag:%225e2ba2e66864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/team_penske.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/team_penske.png	(from http://www.penske.com/our-companies/)
20:35:12	10001/10001	---M--	200	added ('OK')	image/png	etag:%2267382ce66864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/penske_motor_group.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/penske_motor_group.png	(from http://www.penske.com/our-companies/)
20:35:13	5393/5393	---M--	200	added ('OK')	image/png	etag:%224992efe56864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/ilmor.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/ilmor.png	(from http://www.penske.com/our-companies/)
20:35:13	3486/3486	---M--	200	added ('OK')	image/png	etag:%22243eb5e66864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/truck-lite.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/truck-lite.png	(from http://www.penske.com/our-companies/)
20:35:14	10642/10642	---M--	200	added ('OK')	image/png	etag:%223adbc0e56864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/davco.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/davco.png	(from http://www.penske.com/our-companies/)
20:35:14	2451/2451	---M-Z	200	added ('OK')	application/json	date:Tue,%2028%20Jun%202016%2000:35:13%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fabout-us%2F	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed1158.json	(from http://www.penske.com/about-us/)
20:35:14	19706/19706	---M--	200	added ('OK')	image/png	etag:%225615dbe56864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/detroit_grand_prix.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/detroit_grand_prix.png	(from http://www.penske.com/our-companies/)
20:35:15	154/154	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jun%202016%2000:35:14%20GMT	http://www.penske.com/?p=8	C:/My%20Web%20Sites/penske/www.penske.com/index2df4.html	(from http://www.penske.com/about-us/)
20:35:15	2927/2927	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Jun%202016%2000:35:14%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed9d70	(from http://www.penske.com/about-us/)
20:35:16	12615/12615	---M-Z	200	added ('OK')	application/javascript	etag:%2271cc9195fa64d11:0%22	http://www.penske.com/wp-content/plugins/js_composer/assets/lib/bower/skrollr/dist/skrollr.min.js?ver=4.10	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/plugins/js_composer/assets/lib/bower/skrollr/dist/skrollr.min8f82.js	(from http://www.penske.com/about-us/)
20:35:16	2446/2446	---M-Z	200	added ('OK')	application/json	date:Tue,%2028%20Jun%202016%2000:35:16%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fcontact%2F	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed3544.json	(from http://www.penske.com/contact/)
20:35:16	153/153	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jun%202016%2000:35:16%20GMT	http://www.penske.com/?p=9	C:/My%20Web%20Sites/penske/www.penske.com/indexb5fb.html	(from http://www.penske.com/contact/)
20:35:17	2922/2922	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Jun%202016%2000:35:16%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed7430	(from http://www.penske.com/contact/)
20:35:18	54952/54952	---M--	200	added ('OK')	image/jpeg	etag:%222b6449ea6864d11:0%22	http://www.penske.com/wp-content/uploads/2015/09/carbonfiber.jpg	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/09/carbonfiber.jpg	(from http://www.penske.com/about-us/)
20:35:19	2443/2443	---M-Z	200	added ('OK')	application/json	date:Tue,%2028%20Jun%202016%2000:35:17%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fcareers%2F	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embedaa34.json	(from http://www.penske.com/careers/)
20:35:19	153/153	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jun%202016%2000:35:18%20GMT	http://www.penske.com/?p=38	C:/My%20Web%20Sites/penske/www.penske.com/indexb93f.html	(from http://www.penske.com/careers/)
20:35:19	30603/30603	---M--	200	added ('OK')	image/jpeg	etag:%22c9ac1bdf6864d11:0%22	http://www.penske.com/wp-content/uploads/2015/09/contact_bg.jpg	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/09/contact_bg.jpg	(from http://www.penske.com/contact/)
20:35:19	23351/23351	---M--	200	added ('OK')	image/jpeg	etag:%226a3aeeed6864d11:0%22	http://www.penske.com/wp-content/uploads/2015/09/careers.jpg	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/09/careers.jpg	(from http://www.penske.com/careers/)
20:35:19	2919/2919	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Jun%202016%2000:35:18%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fcareers%2F&format=xml	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed09a3	(from http://www.penske.com/careers/)
20:35:20	16550/16550	---M--	200	added ('OK')	image/png	etag:%22149b33e76864d11:0%22	http://www.penske.com/wp-content/uploads/2015/11/detroit_grand_prix_careerpage.png	C:/My%20Web%20Sites/penske/www.penske.com/wp-content/uploads/2015/11/detroit_grand_prix_careerpage.png	(from http://www.penske.com/careers/)
20:35:20	2456/2456	---M-Z	200	added ('OK')	application/json	date:Tue,%2028%20Jun%202016%2000:35:19%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fsite-map%2F	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed4679.json	(from http://www.penske.com/site-map/)
20:35:20	154/154	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jun%202016%2000:35:20%20GMT	http://www.penske.com/?p=15	C:/My%20Web%20Sites/penske/www.penske.com/indexa1ca.html	(from http://www.penske.com/site-map/)
20:35:21	2932/2932	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Jun%202016%2000:35:20%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fsite-map%2F&format=xml	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed8e08	(from http://www.penske.com/site-map/)
20:35:22	2480/2480	---M-Z	200	added ('OK')	application/json	date:Tue,%2028%20Jun%202016%2000:35:21%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fprivacy-policy%2F	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed36e2.json	(from http://www.penske.com/privacy-policy/)
20:35:22	160/160	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jun%202016%2000:35:21%20GMT	http://www.penske.com/?p=16	C:/My%20Web%20Sites/penske/www.penske.com/index0e62.html	(from http://www.penske.com/privacy-policy/)
20:35:22	2956/2956	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Jun%202016%2000:35:21%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fprivacy-policy%2F&format=xml	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embedca48	(from http://www.penske.com/privacy-policy/)
20:35:23	2472/2472	---M-Z	200	added ('OK')	application/json	date:Tue,%2028%20Jun%202016%2000:35:23%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fterms-of-use%2F	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed9c46.json	(from http://www.penske.com/terms-of-use/)
20:35:23	158/158	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jun%202016%2000:35:23%20GMT	http://www.penske.com/?p=17	C:/My%20Web%20Sites/penske/www.penske.com/indexd8eb.html	(from http://www.penske.com/terms-of-use/)
20:35:24	2948/2948	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Jun%202016%2000:35:23%20GMT	http://www.penske.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.penske.com%2Fterms-of-use%2F&format=xml	C:/My%20Web%20Sites/penske/www.penske.com/wp-json/oembed/1.0/embed3d32	(from http://www.penske.com/terms-of-use/)
